sr,activity_id,sr_problem_description,component_area,final_service_action_code,service_request_number,action_code,activity_type,activity_type_std,asset_install_date,cause,component_subsystem,component_sub_area,corrective_repair_flag,installed_country,modality,modality_grouping,current_modality,problem.1,problem_code,problem_duplicated,problem_found,psi_code,resolution_code_action_taken,service_request_status,service_request_type,service_request_type_std,date,time1,sr_close_date,sr_error_description,sr_error_flag,date,time2,sr_open_date,system_id
1510,a1K8b00000QVaelEAD,Solicito orçamento de cabo de 2 cabos de ECG. Enviado proposta de acessório.,,,7531578,,Remote Service,Remote Service,JUL-19-2016,Not Applicable,Host machine,,Y,Brazil,MRI,,,Solicito orçamento de cabo de 2 cabos de ECG. Enviado proposta de acessório.,,,Solicito orçamento de cabo de 2 cabos de ECG.,CSPI75,Cliente Sr Eduardo necessitando de Orçamento de 02 Unidade do Cabo do Monitor de ECG IVY7800 completo.,Closed,Corrective Repair,Corrective Repair,10-06-2018,10:37,10-06-2018 10:37,,VALID,10-06-2018,12:09,10-06-2018 12:09,CJRMX1600011CN
1511,a1K8b00000QV2e9EAD,Performance // Equipamento fazendo barulho de engrenagem solta.,,,7480993,,Field Service,Field Service,JUN-14-2013,Máquina com erro de scan,Magnet,,Y,Brazil,MRI,CT,CT,Performance // Equipamento fazendo barulho de engrenagem solta.,,,Máquina apresenta erro,CSPE55,Máquina dar falha em scan,Closed,Corrective Repair,Corrective Repair,10-06-2018,19:01,10-06-2018 19:01,,VALID,10-06-2018,13:41,10-06-2018 13:41,CT332462HM1
1512,a1K8b00000QUNUfEAP,VIP//Por indicação do FE Hugo Santos mensagem de raio x acionado desligado apos acionamento fluoroscopia,,,7327360,,Remote Service,Remote Service,SEP-03-2014,Not Applicable,Magnet,,Y,Brazil,MRI,,,VIP//Por indicação do FE Hugo Santos mensagem de raio x acionado desligado apos acionamento fluoroscopia,,,Cliente relatou diversas falhas do Sistema.,CSPG53,"Falha sendo tratada no CASE 07307969 .
Enviado Feed aos Envolvidos.",Closed,Corrective Repair,Corrective Repair,10-06-2018,03:27,10-06-2018 03:27,,VALID,10-06-2018,13:48,10-06-2018 13:48,CT437168CN8
1513,a1K8b00000QUaLbEAL,Durante reinicio equipo presenta ruidos fuertes al encender. Se deja apagado el equupo.,,,7448000,,Field Service,Field Service,APR-04-2020,Blower dañado,Magnet,,Y,Mexico HQ,MRI,,,Durante reinicio equipo presenta ruidos fuertes al encender. Se deja apagado el equupo.,,,Equipo hace ruido,CSPL53,"Se realiza cambio de heater blower del gantry, se realizan pruebas funcionales satisfactorias segun manual de servicio 5866662-8EN Seccion gantry heater replacemnet;NO SE OCUPÓ HERRAMIENTA SUJETA A CALIBRACIÓN",Closed,Corrective Repair,Corrective Repair,10-06-2018,04:15,10-06-2018 04:15,,VALID,10-06-2018,14:43,10-06-2018 14:43,CJRBX2000013CN
1514,a1K8b00000QUXxQEAX,Equipamento parado devido o quadro de energia não está ligando. Já foi verificado que está chegando energia no quadro porém o mesmo não liga.,,,7445740,,Field Service,Field Service,OCT-25-2016,,Tube,,Y,Brazil,CT,,,Equipamento parado devido o quadro de energia não está ligando. Já foi verificado que está chegando energia no quadro porém o mesmo não liga.,,,,CSRV01,,Closed,Corrective Repair,Corrective Repair,10-06-2018,13:56,10-06-2018 13:56,,VALID,10-06-2018,16:37,10-06-2018 16:37,REVVX1600015CN
1515,a1K8b00000QUgpcEAD,Performance // Equipamento esta pedindo mesa mas não esta liberando para realizar a varredura e a mesa não esta se movimentando.,,,7455576,,Remote Service,Remote Service,MAR-20-2019,Reset do gantry.,Magnet,,Y,Brazil,MRI,,,Performance // Equipamento esta pedindo mesa mas não esta liberando para realizar a varredura e a mesa não esta se movimentando.,,,Equipamento esta pedindo mesa mas não esta liberando para realizar a varredura e a mesa não esta se movimentando.,CSPK06,"16/Ago - Realizada conferencia com o cliente Sr. Jose, equipamento apresentou erro e não liberada raio-x. Identificado no log que gantry perdeu comunicação. Realizado reset e equiapmento voltou a operar exames normais. Equipamento segue em monitoramento para confiramr solução do problema, novo contato com cliente será feito amanhã pela manhã.
17/Ago - REalizada nova conferencia com o cliente e equipamento ok, sem erros.",Closed,Corrective Repair,Corrective Repair,10-06-2018,16:05,10-06-2018 16:05,,VALID,10-06-2018,17:18,10-06-2018 17:18,CBCQG1800070HM
1516,a1K8b00000QUHDsEAP,"Equipamento apresentando erro na reconstruçao e pede para desligar e nao libera exame.
 Image:NONE-NONE-NONE",,,7352867,,Field Service,Field Service,JUN-21-2011,"Hd no disk array com falha

RECON GPU falha ao inicializar

Host PC com defeito",Tube,,Y,Brazil,CT,CT,CT,"Equipamento apresentando erro na reconstruçao e pede para desligar e nao libera exame.
 Image:NONE-NONE-NONE",,,Falha no scan array,CSPG52,"Feito diagnóstico e constatado que o software não está inicializando devido a falha em um dos HDs do disk Array;;Foi solicitado um HD para troca;;04/08 - feito a troca do HD do disk array e feito LFC;;08/08 feito a troca da RECON GPU, testes com phantom e paciente OK;;Pelo período da tarde foi  eliminado mau contato na placa mãe e feito novo LFC.;;09/08 - Verificado no log de erro as seguintes falhas :;;- DC Bus out of Range;- Inverter gate command power supply;- rotor not at speed;- Touch sensor;- Slip ring down;- TGP lost communication;- Exposure interlock opened;- Falhas de Recon;- Buffer overrun na transferencia de dados do scan.;- falha intermitente de CAM A e B no colimador.;;Eliminado possibilidade de mau contato nas placas do Z800 no console, reconectado todos os cabos.;;Verificado as alimentações de entrada na PDU e reaperto nos conectores do HVDC e seus res.;;Aferido as conexões no circuito HVDC e de comunicação com a TGP no gantry.;;Constatado que o sensor do tilt está com trilha aberta, solicitado novo sensor.;;Feito limpeza nas trilhas do slip ring, aferido e aspirados as escovas.;;Constatado que o teclado esquerdo do gantry está prendendo botões, foi solicitado um novo teclado para a troca.;;Solicitado placa CCB e Colimador para diagnóstico.;;15/08 - feito a troca do host PCe LFC, feito diversos testes com phantom e não apresentou falha de recon",Closed,Corrective Repair,Corrective Repair,10-06-2018,21:18,10-06-2018 21:18,,VALID,10-06-2018,17:47,10-06-2018 17:47,1364533
1517,a1K8b00000QUgoKEAT,Equipamento desliga sozinha antes de iniciar exames,,,7455451,,Field Service,Field Service,JUN-29-2017,Painéis de controle do Gantry.,Host machine,,Y,Brazil,MRI,,,Equipamento desliga sozinha antes de iniciar exames,,,Falha de comunicação.,CSPH18,"Analisado os logs de acordo com o horário do erro ( 16/08/2022 as 11:15) .;Apresentando os seguintes erros: 260111001, 260111002 e 260111003. ;Todos relacionados a comunicação do Gantry UIF.;Foi realizado a inversão dos painéis traseiros pelos painéis frontais.;;Observado o erro no painel de controle traseiro do lado direito Gantry.;O mesmo fica o tempo todo aceso e com isso gera a falha (err) nos outros painéis.;Foram desativados os painéis traseiros e realizados testes apenas com os painéis frontais.;Não foi mais observado erros de comunicação no log e nos painéis de controle frontais.;Será solicitado o painel para substituição.;Alinhado com o cliente que os painéis de controle traseiros ficaram desconectados até a substituição.",Closed,Corrective Repair,Corrective Repair,10-06-2018,17:50,10-06-2018 17:50,,VALID,10-06-2018,18:57,10-06-2018 18:57,HDDGX1600058CN
1518,a1K8b00000QUWAkEAP,Premium//não esta fazendo a gravação de mídia,,,7442817,,Field Service,Field Service,JAN-18-2019,unidade de dvd,Tube,,Y,Brazil,CT,,,Premium//não esta fazendo a gravação de mídia,,,Problema na gravação de cd,CSEC14,Feito contato com o o cliente para entender o problema.;;Retorno ao cliente;;REalizado a troca da unidade de DVD;;Apos a troca da unidade de DVD o problema resolvido.;;Não causou nenhum impacto no paciente;;Liberado para uso,Closed,Corrective Repair,Corrective Repair,10-06-2018,01:35,10-06-2018 01:35,,VALID,10-06-2018,19:11,10-06-2018 19:11,CE6QG1800121HM
1519,a1K8b00000QUJbGEAX,Gantry no arranca. No permite hacer exploración. Error 260118295,,,7362515,,Field Service,Field Service,DEC-07-2017,Tanque hemit y tubo de rx,Magnet,,Y,Colombia,MRI,,,Gantry no arranca. No permite hacer exploración. Error 260118295,,,Equipo aborta el disparo,CSPL20,"Se verifica el estado del rotor del tubo y se encuentra daño en el tanque hemit y el rotor del tubo de rx. Se procede a realizar cambio de estas dos partes , se hacen los ajustes completos de alineacion y calibracion. Test de imagen con phantom y el equipo opera normalmente.",Closed,Corrective Repair,Corrective Repair,10-06-2018,06:29,10-06-2018 06:29,,VALID,10-06-2018,20:58,10-06-2018 20:58,CT1112CO
1520,a1K8b00000QU7OhEAL,System no reboot for more than 8 days,,,7351845,,Remote Service,Remote Service,DEC-06-2010,Caso abierto proactivamente por activacion de regla OnWatch CTx00402 - System no rebbot for more than 8 days.,Detector,,Y,Colombia,CT,,,System no reboot for more than 8 days,,,"CTx00402 - System no reboot for more than 8 days
#
El Servicio de diagnóstico proactivo de GE indica que el sistema (computadora principal) no se ha reiniciado durante más de 8 días.",CSPG35,"Acceso remoto realizado para el análisis del registro de errores. El sistema ha estado encendido durante 8 días.
Fri Jul 15 10:34:07 2022
Sat Jul 23 15:37:21 2022
#
El sistema ha estado encendido durante 15h:41m, indicando que ya ha sido reiniciado (02/AGO/2022).
#
Cliente orientado sobre la importancia de reiniciar diariamente el equipo, según lo indicado en el manual de operación del sistema, vía correo electrónico enviado al mismo.",Closed,Corrective Repair,Corrective Repair,10-06-2018,09:03,10-06-2018 09:03,,VALID,10-06-2018,21:52,10-06-2018 21:52,2883769VCT
1521,a1K8b00000QUawqEAD,"Quando o sistema tubo detector entra em alto giro, o equipamento começa a fazer barulho.",,,7448721,,Remote Service,Remote Service,FEB-17-2010,Necessária análise do FE no local.,Magnet,,Y,Brazil,MRI,,,"Quando o sistema tubo detector entra em alto giro, o equipamento começa a fazer barulho.",,,Cliente relata ruído alto proveniente do gantry.,CSPE17,Acesso remoto realizado para análise do log de erros.,Closed,Corrective Repair,Corrective Repair,10-06-2018,11:47,10-06-2018 11:47,,VALID,10-06-2018,21:52,10-06-2018 21:52,2807625
1522,a1K8b00000QUpCeEAL,"Performance // equipamento não está aquecendo o tubo, aparece mensagem: scan interrompido pelo scan",,,7460949,,Field Service,Field Service,AUG-16-2013,"Falha no tubo de raio x
Cabo de alta tensão danificado (catodo)
Bateria da kv control com tensão baixa.",Host machine,,Y,Brazil,MRI,,,"Performance // equipamento não está aquecendo o tubo, aparece mensagem: scan interrompido pelo scan",,,Abortando scan,CSPE59,Troca do tudo de raio realizada de acordo com os manuais ( pn do tubo 5373079 );Troca do cabo de alta tensão cátodo ;Troca da bateria da kv control board.;Equipamento recalibrado,Closed,Corrective Repair,Corrective Repair,11-06-2018,00:17,11-06-2018 00:17,,VALID,11-06-2018,01:35,11-06-2018 01:35,CT328726HM5
1523,a1K8b00000QUtIXEA1,"Premium// nao faz aquecimento do tubo o hardware nao esta disponilvel
 Image:NONE-NONE-NONE",,,7465945,,Field Service,Field Service,JUN-27-2013,Possivel oscilação de energia danificou a CCB.,Detector,,Y,Brazil,CT,,,"Premium// nao faz aquecimento do tubo o hardware nao esta disponilvel
 Image:NONE-NONE-NONE",,,Cliente relata que não consegue aquecer tubo.,CSPG47,"Verificado que placa do colimador, CCB, não estava se comunicando com a ORP, realizado troca da CCB e realizado calibrações conforme manual de serviço. 
Realizado teste, equipamento funcionando e liberado para uso.",Closed,Corrective Repair,Corrective Repair,11-06-2018,08:19,11-06-2018 08:19,,VALID,11-06-2018,01:46,11-06-2018 01:46,CT431824CN2
1524,a1K8b00000QU7OcEAL,System no reboot for more than 8 days,,,7351844,,Remote Service,Remote Service,SEP-14-2006,Chamado proativo.,Tube,,Y,Brazil,CT,,,System no reboot for more than 8 days,,,Chamado proativo indica que o equipamento ficou mais de 8 dias sem ser reiniciado.,CSPG01,"Acesso remoto realizado para análise do sistema. Equipamento ligado há 6 days,  1:37. Cliente orientado a reiniciar o equipamento o mais breve possível.",Closed,Corrective Repair,Corrective Repair,11-06-2018,16:54,11-06-2018 16:54,,VALID,11-06-2018,02:48,11-06-2018 02:48,1173401
1525,a1K8b00000QVSZ3EAP,Las dos priemeras  imagenes sales rotadas,,,7500695,,Field Service,Field Service,NOV-14-2014,Falla en axial encoder,Host machine,,Y,Colombia,MRI,,,Las dos priemeras  imagenes sales rotadas,,,Primeras imágenes rotadas,CSPI51,Se realiza revisión de equipo. Se reemplaza axial encoder que se encuentra fallando. SN antiguo: TH9191 SN nuevo: TH17284.,Closed,Corrective Repair,Corrective Repair,11-06-2018,17:35,11-06-2018 17:35,,VALID,11-06-2018,03:52,11-06-2018 03:52,CT438991CN2
1526,a1K8b00000QVDBbEAP,Cambio de AE TITLE del equipo,,,7504332,,Remote Service,Remote Service,JUN-18-2013,Configuracion,Magnet,,Y,Mexico HQ,MRI,,,Cambio de AE TITLE del equipo,,,Solicitan Cambiar AETITLE del tomografo,CUPG08,1. Se realiza cambio de ct99 a HAMRR1G14,Closed,Corrective Repair,Corrective Repair,11-06-2018,12:02,11-06-2018 12:02,,VALID,11-06-2018,04:06,11-06-2018 04:06,CT371151CN2
1527,a1K8b00000QU8ZAEA1,SMART Disk Failure,,,7352340,,Field Service,Field Service,SEP-09-2014,Identificado falha interna no HD de imagens,Detector,,Y,Brazil,CT,,,SMART Disk Failure,,,Chamado pro-ativo de falhas em setores do HD de imagens de paciente,CSPG88,"Conforme orientação do OLE, foi realizada a troca do HD de imagens de paciente e realizada recarga de Software do sistema. Realizado recuperação do backup e realizados testes de imagens e comunicação de rede. Realizada retirada do HD antigo e realizada limpeza dos dados do HD antigo de forma que não tenha nenhum dado de paciente e do cliente presente no HD",Closed,Corrective Repair,Corrective Repair,11-06-2018,15:27,11-06-2018 15:27,,VALID,11-06-2018,04:18,11-06-2018 04:18,CT437987CN1
1528,a1K8b00000QUzMLEA1,Substituir cabo de Rede : Host > TGP - verifcado pelo FE-João.,,,7476681,,Field Service,Field Service,DEC-10-2008,Desgaste,Host machine,,Y,Brazil,MRI,CT,CT,Substituir cabo de Rede : Host > TGP - verifcado pelo FE-João.,,,Cabo tgp-console danificado,CSPG01,"Realizado substituição do cabo longo tgp-console, após testes de funcionamento o equipamento foi liberado para exames. Também foi substituído o monitor esquerdo.",Closed,Corrective Repair,Corrective Repair,11-06-2018,02:16,11-06-2018 02:16,,VALID,11-06-2018,04:29,11-06-2018 04:29,2766524
1529,a1K8b00000QUGscEAH,"Problemas con panel, se engancha en gantry , se desprende",,,7353008,,Field Service,Field Service,MAY-27-2011,"Problema fue causado en el momento en que el tecnologo realiza inclinacion en el gantry, donde se desprende la botonera del gantry, la cual pudo haberse causado debido al desgaste por su uso cotidiano.",Detector,,Y,Chile,CT,,,"Problemas con panel, se engancha en gantry , se desprende",,,"Se desprende botonera izquierda por dentro del gantry. Esto causa que los cables de la botonera sean arrastrados por el movimiento del gantry desprendiendose y cortando algunos de los cables, y arrancando las pistas de otra tarjeta.",CSPE23,"04-Ago-2022:;Se deberá reponer:;- Cables correspondientes a la tapa delantera del gantry.;- Botonera izquierda;- Parada de emergencia frontal izquierda;- Microfono;- Sensor de paciente en gantry.;- Display frontal superior.;;Se realiza una revision visual de los daños causados, sin encontrar más problemas en primera instancia, de todas formas, posterior al cambio de los repuestos se continuará evaluando posibles daños.;;18-08-2022:;Se realiza instalación de los repuestos solicitados.;Se encuentra cable desconectado en el colimador, pero sin daños aparentes. Se vuelve a conectar.;Se realiza test de apertura de colimador el cual resulta sin problemas.;Se realizan pruebas de movimientos, micrófono, paradas de emergencia. Todo OK;Se realiza fantoma y fast cal. Pruebas OK.;Equipo operativo.",Closed,Corrective Repair,Corrective Repair,11-06-2018,15:57,11-06-2018 15:57,,VALID,11-06-2018,05:02,11-06-2018 05:02,INSERECT1
1530,a1K8b00000QUHDsEAP,"Equipamento apresentando erro na reconstruçao e pede para desligar e nao libera exame.
 Image:NONE-NONE-NONE",,,7352867,,Field Service,Field Service,JUN-21-2011,"Hd no disk array com falha

RECON GPU falha ao inicializar

Host PC com defeito",Host machine,,Y,Brazil,MRI,CT,CT,"Equipamento apresentando erro na reconstruçao e pede para desligar e nao libera exame.
 Image:NONE-NONE-NONE",,,Falha no scan array,CSPG52,"Feito diagnóstico e constatado que o software não está inicializando devido a falha em um dos HDs do disk Array;;Foi solicitado um HD para troca;;04/08 - feito a troca do HD do disk array e feito LFC;;08/08 feito a troca da RECON GPU, testes com phantom e paciente OK;;Pelo período da tarde foi  eliminado mau contato na placa mãe e feito novo LFC.;;09/08 - Verificado no log de erro as seguintes falhas :;;- DC Bus out of Range;- Inverter gate command power supply;- rotor not at speed;- Touch sensor;- Slip ring down;- TGP lost communication;- Exposure interlock opened;- Falhas de Recon;- Buffer overrun na transferencia de dados do scan.;- falha intermitente de CAM A e B no colimador.;;Eliminado possibilidade de mau contato nas placas do Z800 no console, reconectado todos os cabos.;;Verificado as alimentações de entrada na PDU e reaperto nos conectores do HVDC e seus res.;;Aferido as conexões no circuito HVDC e de comunicação com a TGP no gantry.;;Constatado que o sensor do tilt está com trilha aberta, solicitado novo sensor.;;Feito limpeza nas trilhas do slip ring, aferido e aspirados as escovas.;;Constatado que o teclado esquerdo do gantry está prendendo botões, foi solicitado um novo teclado para a troca.;;Solicitado placa CCB e Colimador para diagnóstico.;;15/08 - feito a troca do host PCe LFC, feito diversos testes com phantom e não apresentou falha de recon",Closed,Corrective Repair,Corrective Repair,11-06-2018,19:45,11-06-2018 19:45,,VALID,11-06-2018,06:39,11-06-2018 06:39,1364533
